Entity,Type
Goa'uld,PRODUCT
DANIEL,GPE
O'Neill,PERSON
Daniel,PERSON
Teal'c,ORG
Bra'tac,PERSON
Drey'auc,PERSON
Daniel,PERSON
Bra'tac,PERSON
Drey'auc,PERSON
Teal,PERSON
Bra'tac,PERSON
"FOREST, DAY",GPE
Jaffa,GPE
Carter,PERSON
One,CARDINAL
STARGATE,PERSON
Jaffa,PERSON
Gate,FAC
#1,CARDINAL
Teal'c,GPE
Rya'c,GPE
SG-1,FAC
Bra'tac,GPE
Drey'auc,GPE
Teal,PERSON
Rya,PERSON
Teal,PERSON
Rya,PERSON
DREY'AUC,PERSON
Goa'uld,PERSON
Primta,PERSON
Bra'tac,PERSON
the day,DATE
Jaffa,GPE
the day,DATE
Rya,PERSON
Drey'auc,GPE
Teal,PERSON
DREY'AUC,PERSON
Teal,PERSON
"O'NEILL 
Teal'c",ORG
SG-1,PERSON
Bra'tac,PERSON
Teal,PERSON
Serpent Guard,ORG
Carter,PERSON
SG-1,FAC
Stargate,FAC
SG-1,ORG
Bra'tac,ORG
Jaffa,PERSON
two,CARDINAL
BRA,ORG
1,CARDINAL
BRA,ORG
Apophis,PERSON
#1,CARDINAL
Bra'tac,PERSON
#1,CARDINAL
BRA,ORG
Bra'tac,PERSON
O'Neill,ORG
Carter,PERSON
Teal,ORG
Bra'tac,PERSON
Jaffa,PERSON
One,CARDINAL
a hundred and thirty-three,CARDINAL
Daniel,PERSON
Daniel,PERSON
DHD,ORG
Apophis,PERSON
BRA'TAC,PERSON
O'Neill,PERSON
Carter,PERSON
O'Neill,PERSON
Stargate,PRODUCT
Bra'tac,PERSON
BRA,ORG
Teal,PERSON
Bra'tac,ORG
Teal'c's,ORG
"TEAL'C 
Farewell",WORK_OF_ART
Teal,PERSON
Carter,PERSON
O'Neill,PERSON
Daniel,PERSON
Stargate,PRODUCT
"O'NEILL 
Ten",ORG
O'Neill,ORG
Carter,PERSON
Daniel,PERSON
Stargate,PRODUCT
Teal,PERSON
Bra'tac,PERSON
Gate,FAC
TEASER,PERSON
CHEYENNE MOUNTAIN,GPE
"DAY 
 INT",GPE
HAMMOND,GPE
Harriman,PERSON
the Briefing Room,FAC
Hammond,PERSON
Hammond,PERSON
P8X-362,FAC
Hammond,PERSON
SG-4,ORG
1100 hours,TIME
SGC,ORG
Hammond,PERSON
Harriman,PERSON
the Briefing Room,FAC
Stargate,PRODUCT
HAMMOND,PERSON
Hammond,PERSON
the Control Room,FAC
Harriman,PERSON
Iris,PERSON
Hammond,PERSON
Three,CARDINAL
O'Neill,PERSON
Carter,PERSON
three,CARDINAL
SG-1,ORG
Hammond,PERSON
O'Neill,PERSON
O'Neill,PERSON
SG-1,ORG
more than three hours ago,TIME
O'Neill,PERSON
Fraiser,ORG
O'Neill,ORG
O'Neill,PERSON
three,CARDINAL
O'Neill,ORG
Carter,PERSON
Teal,PERSON
Jackson,PERSON
Daniel Jackson,PERSON
Daniel,PERSON
Hammond,PERSON
O'Neill,PERSON
"END TEASER 
 OPENING CREDITS 
 EXT—CHEYENNE MOUNTAIN, NIGHT 
 INT—SGC",ORG
"O'Neill, Carter and Teal'c",ORG
Fraiser,PERSON
Fraiser,PERSON
Carter,PERSON
Fraiser,PERSON
Carter,PERSON
CARTER,PERSON
Fraiser,PRODUCT
Carter,PERSON
Carter,PERSON
Carter,PERSON
Gunh,PERSON
Five,CARDINAL
Fraiser,PRODUCT
O'Neill and Teal'c,ORG
O'Neill,PERSON
Teal'c's,ORG
Teal,ORG
TEAL'C,PERSON
Fraiser,PERSON
O'Neill,PERSON
Fraiser,PERSON
O'Neill,PERSON
tomorrow,DATE
O'Neill,PERSON
Fraiser,PERSON
Fraiser,PERSON
O'Neill,PERSON
Stargate,PRODUCT
0700 this morning,TIME
Teal'c,PERSON
one,CARDINAL
Hammond,PERSON
Teal'c's,ORG
Carter,PERSON
Daniel,PERSON
O'Neill,ORG
HAMMOND,PERSON
Daniel,PERSON
HAMMOND,PERSON
HAMMOND,PERSON
O'Neill,PERSON
Hammond,PERSON
O'Neill,PERSON
Hammond,PERSON
Hammond,PERSON
Fraiser,PERSON
HAMMOND,PERSON
Hammond,PERSON
Fraiser,PERSON
Jackson,PERSON
several days,DATE
HAMMOND,PERSON
Several days,DATE
seven days,DATE
Hammond,PERSON
Hammond,PERSON
"EXT—CHEYENNE MOUNTAIN, DUSK",ORG
A Color Guard,ORG
four,CARDINAL
first,ORDINAL
second,ORDINAL
US,GPE
third,ORDINAL
SGC,ORG
fourth,ORDINAL
SGC,ORG
Hammond,PERSON
O'Neill,PERSON
Teal,PERSON
Carter,PERSON
Fraiser,PERSON
The Color Guard,ORG
SGC,ORG
Four,CARDINAL
US,GPE
Hammond,PERSON
O'Neill,PERSON
O'Neill,GPE
Daniel Jackson,PERSON
SG-1…he,ORG
O'Neill,PERSON
Teal,PERSON
O'Neill,ORG
Carter,PERSON
O'Neill,PERSON
Stargate,PRODUCT
Carter,PERSON
O'Neill,PERSON
Daniel Jackson's,PERSON
Universe,ORG
Stargate,PRODUCT
O'Neill,PRODUCT
Carter,PERSON
HAMMOND,PERSON
Daniel,PERSON
Jack,PERSON
Sam,PERSON
Daniel,PERSON
EXT—O'NEILL'S HOME,ORG
Carter,PERSON
O'Neill,PERSON
SGC,ORG
Daniel,PERSON
Abydonian,NORP
Daniel,PERSON
O'Neill,PERSON
Carter,PERSON
Teal,ORG
Carter,PERSON
Chu'lak,PERSON
three days and nights,DATE
"CARTER 
Yeah",PERSON
O'Neill,PERSON
"O'NEILL 
Sam, Teal'c",ORG
O'Neill,FAC
Carter,PERSON
O'Neill,PERSON
Daniel,PERSON
Jack,PERSON
Carter,PERSON
Teal,PERSON
OANNES,ORG
Daniel,PERSON
SGC,ORG
Daniel,PERSON
Daniel,PERSON
Daniel Jackson.,PERSON
Nem,PERSON
Daniel,PERSON
NEM,ORG
Daniel,PERSON
Earth,LOC
Cuneiform,WORK_OF_ART
first,ORDINAL
Daniel,PERSON
Nem,PERSON
Daniel,PERSON
Akkadian,NORP
Sumerian,NORP
Omoroca,PERSON
Omoroca,PERSON
Omoroca,PERSON
Nem,PERSON
Daniel,PERSON
Omoroca,PERSON
Nem,PERSON
DAniel,PERSON
Nem,PERSON
Nem,PERSON
Daniel,PERSON
O'Neill,ORG
two,CARDINAL
One,CARDINAL
one,CARDINAL
Hammond,PERSON
Carter,PERSON
Hammond,PERSON
O'Neill,PERSON
Carter,PERSON
Teal,PERSON
HAMMOND,PERSON
HAMMOND,PERSON
Jackson,PERSON
Stargate,ORG
Hammond,PERSON
O'Neill,PERSON
HAMMOND,PERSON
NEM'S,GPE
Daniel,PERSON
DANIEL,PERSON
Daniel,PERSON
Nem,PERSON
DANIEL,PERSON
Nem,PERSON
Babylonian,NORP
2000,DATE
Daniel,PERSON
Akkadian,NORP
Daniel,PERSON
Omoroca,PERSON
Nem,PERSON
Daniel,PERSON
Nem,PERSON
"NEM 
Nourishment",ORG
"NEM 
Sleep",ORG
Daniel,PERSON
Daniel,PERSON
APARTMENT BUILDING,FAC
"DAY 
 INT—DANIEL'S APARTMENT",FAC
Carter,PERSON
one,CARDINAL
O'Neill,PERSON
Teal,PERSON
one,CARDINAL
One,CARDINAL
Abydos,PERSON
Carter,PERSON
CARTER,PERSON
O'Neill,PERSON
Carter,PERSON
O'Neill,ORG
Jack,PERSON
O'Neill,PERSON
Carter,PERSON
CARTER,PERSON
one,CARDINAL
Teal,ORG
one,CARDINAL
Egypt,GPE
the Jackal and the Hound,WORK_OF_ART
Pharaoh,PERSON
Carter,PERSON
DANIEL'S,ORG
TEAL,ORG
Daniel Jackson,PERSON
Carter,PERSON
Daniel,PERSON
Carter,PERSON
O'Neill,PERSON
second,ORDINAL
"CARTER 
Water…underwat",PERSON
Carter,PERSON
"CARTER 
Yeah",PERSON
Daniel,PERSON
Nem,GPE
Daniel,PERSON
Daniel,PERSON
DANIEL,PERSON
"DANIEL 
Wha—",PERSON
Babylon,GPE
Omoroca,PERSON
Omoroca,PERSON
Omoroca,PERSON
Earth,LOC
Babylon,GPE
four thousand years ago,DATE
"NEM 
Knowledge",ORG
Nem,PERSON
one,CARDINAL
Daniel,PERSON
Daniel,PERSON
thousands and thousands of years,DATE
Goa'uld,PERSON
Goa'uld,PERSON
DANIEL,PERSON
Nem,PERSON
Daniel,PERSON
O'Neill,ORG
Carter,PERSON
Teal'c,ORG
Fraiser,GPE
Fraiser,PERSON
"O'Neill, Teal'c",ORG
Carter,PERSON
Fraiser,PERSON
SG-1,PRODUCT
three,CARDINAL
SG-1,ORG
O'Neill,GPE
Carter,PERSON
Teal,PERSON
Daniel,PERSON
Fraiser,ORG
Daniel,PERSON
1600 hours,TIME
Daniel,PERSON
Daniel Jackson,PERSON
CARTER,PERSON
Hammond,PERSON
Jackson,PERSON
three,CARDINAL
O'Neill,PERSON
HAMMOND,PERSON
Carter,PERSON
O'Neill,PERSON
Hammond,PERSON
Fraiser,PERSON
HAMMOND,PERSON
One,CARDINAL
Fraiser,PERSON
SG-1,FAC
Hammond,PERSON
Stargate,PRODUCT
OANNES,PERSON
NEM'S,GPE
Daniel,PERSON
Daniel,PERSON
Babylon,GPE
Daniel,PERSON
"NEM 
Omoroca",ORG
Earth,LOC
"NEM 
Babylon",PERSON
Daniel,PERSON
"NEM 
Belus",ORG
"DANIEL 
 Belus",GPE
Daniel,PERSON
Nem,PERSON
"DANIEL 
 Yes…um",PERSON
Berossus,WORK_OF_ART
Alexander the Great,PERSON
Babylonian,NORP
"NEM 
Omoroca",PERSON
Belus,PERSON
Daniel,PERSON
Nem,PERSON
ten or twelve years ago,DATE
Earth,LOC
Goa'uld,PERSON
Omoroca,PERSON
Daniel,PERSON
"DANIEL 
Omoroca",PERSON
Earth,LOC
Goa'uld,PERSON
Earth,LOC
Ancient Egypt,LOC
Teal,PERSON
Goa'uld,PERSON
the thousands of years,DATE
Omoroca,EVENT
Goa'uld,PERSON
Nem,PERSON
Daniel,PERSON
"NEM 
Knowledge",ORG
Nem,PERSON
Daniel,PERSON
Daniel,PERSON
O'Neill,PERSON
Teal'c,ORG
one,CARDINAL
Hammond,PERSON
MacKenzie,PERSON
Carter,PERSON
Fraiser,PERSON
Mackenzie,PERSON
O'Neill,PERSON
Teal,PERSON
Daniel,PERSON
Goa'uld,GPE
O'Neill,ORG
Teal,PRODUCT
"O'NEILL 
Teal'c",ORG
Mackenzie,PERSON
Daniel Jackson,PERSON
Mackenzie,PERSON
three,CARDINAL
Daniel,PERSON
CARTER,PERSON
HAMMOND,PERSON
Teal,PERSON
O'Neill,ORG
OANNES,PERSON
NEM'S,GPE
Daniel,PERSON
DANIEL,PERSON
Daniel,PERSON
NEM,ORG
DANIEL,GPE
Daniel,PERSON
Nem,PERSON
Daniel,PERSON
Nem,PERSON
Daniel,PERSON
Daniel,PERSON
four thousand years,DATE
Nem,PERSON
Daniel,PERSON
"EXT—SGC BRIEFING ROOM 
 [O'Neill, Teal'c",ORG
Hammond,GPE
MacKenzie,GPE
Carter,PERSON
Fraiser,GPE
Daniel,PERSON
twenty-five,TIME
Half hour,TIME
almost four hours,TIME
Teal'c,PERSON
Carter,PERSON
O'Neill,PERSON
Hammond,PERSON
three and a half hours,TIME
one,CARDINAL
MacKenzie,PERSON
O'Neill,PERSON
"CARTER 
Colonel",PERSON
Carter,PERSON
Hammond,PERSON
O'Neill,PERSON
Carter,PERSON
Mackenzie,GPE
MacKenzie,PERSON
O'Neill,PERSON
Carter,PERSON
MacKenzie,PERSON
O'Neill,ORG
Daniel,PERSON
Flashback of Daniel,WORK_OF_ART
Carter,PERSON
"CARTER 
Water",LOC
"CARTER 
Salt",LOC
OANNES BEACH,GPE
DAY,GPE
SG-1,FAC
two,CARDINAL
Carter,PERSON
Daniel,PERSON
DANIEL,PERSON
SG-1,ORG
Daniel,PERSON
Daniel,PERSON
O'Neill,ORG
Teal,ORG
Nem,PERSON
Daniel,PERSON
Teal,PERSON
Nem,PERSON
Daniel,PERSON
Teal'c's,ORG
Teal'c's,ORG
Daniel,PERSON
Daniel,PERSON
DANIEL,GPE
Cuneiform,PRODUCT
Babylon,GPE
Daniel,PERSON
Nem,PERSON
Daniel,PERSON
Teal'c,ORG
Daniel,PERSON
DANIEL,PERSON
Daniel,PERSON
Nem,PERSON
SG-1,ORG
Carter,PERSON
Carter,PERSON
Carter,PERSON
O'Neill,PERSON
Nem,PERSON
Carter,PERSON
Carter,PERSON
OANNES SEA,GPE
"O'Neill, Teal'c",ORG
Carter,GPE
Carter,PERSON
Carter,PERSON
O'Neill,PERSON
"O'NEILL 
Carter",PERSON
Carter,PERSON
CARTER,PERSON
O'Neill,PERSON
Carter,PERSON
INT—OANNES,PERSON
NEM'S,GPE
Daniel,PERSON
Carter,PERSON
Daniel,PERSON
Nem,PERSON
Daniel,PERSON
DANIEL,GPE
Nem,PERSON
Daniel,PERSON
"NEM 
Remember Omoroca",ORG
two,CARDINAL
Daniel,PERSON
Daniel,PERSON
"DANIEL 
 Omoroca.",PERSON
"NEM 
More",ORG
Nem,ORG
Daniel,PERSON
DANIEL,PERSON
One,CARDINAL
Daniel,PERSON
"DANIEL 
Unh…unh…unh",PERSON
The God Belus,PERSON
Babylon,GPE
Omoroca,GPE
Nem,PERSON
Daniel,PERSON
Daniel,PERSON
Nem,PERSON
Nem,PERSON
Daniel,PERSON
"DANIEL 
Unh",PERSON
Daniel,PERSON
"NEM 
Belus",PERSON
DANIEL,GPE
Goa'uld,PERSON
Nem,PERSON
Daniel,PERSON
DANIEL,PERSON
OANNES BEACH,GPE
DAY,GPE
O'Neill,GPE
Teal,GPE
Carter,GPE
Daniel,PERSON
three,CARDINAL
OANNES,PERSON
NEM'S,GPE
Daniel,PERSON
Daniel,PERSON
OANNES BEACH,GPE
three,CARDINAL
Daniel,PERSON
"O'Neill, Teal'c",ORG
Carter,PERSON
Daniel,PERSON
"DANIEL 
Nem",PERSON
Daniel,PERSON
Nem,PERSON
Daniel,PERSON
Nem,GPE
Daniel,PERSON
Daniel,PERSON
Sha're,PERSON
Daniel,PERSON
Nem,ORG
Daniel,PERSON
O'Neill,PERSON
Carter,PERSON
DANIEL,PERSON
Sushi,GPE
Daniel,PERSON
O'Neill,PERSON
Daniel,PERSON
Stargate,PRODUCT
DANIEL,PERSON
SG-1,WORK_OF_ART
Stargate,PRODUCT
three,CARDINAL
Mexican,NORP
Mayan,NORP
Egyptian,NORP
Egyptian,NORP
Mayan,NORP
Jackson,PERSON
Daniel Jackson,PERSON
Jackson,PERSON
one,CARDINAL
Hathor,PERSON
Egyptian,NORP
Egyptian,NORP
Goa'uld,GPE
Ra,PERSON
Ra,PERSON
Goa'uld,PERSON
Cole,PERSON
one,CARDINAL
DANIEL,GPE
one,CARDINAL
TEAL'C,ORG
Stargate,FAC
"DANIEL 
Dr Kleinhouse",PERSON
Mexican,NORP
HAMMOND,PERSON
Kleinhouse,PERSON
Egyptian,NORP
Mayan,NORP
Ra,PERSON
Sha,PERSON
HAMMOND,PERSON
Goa'uld,ORG
Egyptian,NORP
Mayan,NORP
Hammond,PERSON
HAMMOND,PERSON
Lowell,PERSON
Stargate,PRODUCT
HAMMOND,GPE
DANIEL,ORG
Airman,ORG
HATHOR,PERSON
Hammond,PERSON
U.S. Air Force,ORG
"DANIEL 
Hathor",GPE
"DANIEL 
Hathor",PERSON
Egyptian,NORP
Hammond,PERSON
HATHOR,PERSON
DANIEL,PERSON
DANIEL,PERSON
Hathor,PERSON
Chapa'ai,NORP
Daniel,PERSON
Chulak,PERSON
Stargate,PRODUCT
Abydonian,NORP
Egyptian,NORP
HAMMOND,PERSON
Ma'am,PERSON
one,CARDINAL
Daniel,PERSON
Ra,PERSON
"DANIEL 
Ra",PERSON
Jackson,PERSON
"DANIEL 
Ra",PERSON
Ra,PERSON
Ai,PERSON
Chapa,PERSON
Ai,PERSON
HAMMOND,PERSON
Jackson,PERSON
Hathor,PERSON
Ra,PERSON
Egyptian,NORP
Ra,PERSON
HATHOR,PERSON
HAMMOND,PERSON
Jackson,PERSON
HAMMOND,ORG
O'NEILL,ORG
HATHOR,PERSON
HAMMOND,PERSON
HAMMOND,ORG
HAMMOND,PERSON
HATHOR,PERSON
HAMMOND,PERSON
HATHOR,ORG
HAMMOND,ORG
O'NEILL,ORG
HATHOR,ORG
Ra,PERSON
"DANIEL 
Ra",PERSON
Goa'uld,PERSON
Ra,PERSON
Ra,PERSON
one,CARDINAL
Egyptian,NORP
one,CARDINAL
Gate,FAC
O'NEILL,ORG
HAMMOND,GPE
TEAL'C,GPE
CARTER,GPE
Two,CARDINAL
Stargate,PRODUCT
Jackson,PERSON
Egyptian,NORP
Jackson,PERSON
Goa'uld,GPE
Goa'uld,PERSON
Stargate,PRODUCT
DANIEL,PERSON
Earth,LOC
almost two thousand years,DATE
O'Neill,GPE
Hammond,PERSON
Hathor,PERSON
Goa'uld,PERSON
Hathor,PERSON
CARTER,PERSON
Goa'uld,PERSON
Ra,PERSON
Earth,LOC
the Book of the Dead,WORK_OF_ART
Hathor,PERSON
HAMMOND,PERSON
Apophis,PERSON
Goa'ulds,NORP
Hathor,PERSON
Danny,PERSON
"DANIEL 
 General.",ORG
Hammond,PERSON
Hathor,PERSON
HAMMOND,PERSON
CARTER,PERSON
TEAL'C,ORG
Goa'uld,PERSON
"CARTER 
Sir",PERSON
Gate,FAC
HAMMOND,ORG
HATHOR,PERSON
HATHOR,PERSON
O'NEILL,PERSON
O'NEILL,PERSON
CARTER,ORG
TEAL'C,ORG
HATHOR,ORG
Goa'uld,PERSON
Jaffa,PERSON
Apophis,GPE
TEAL'C,PERSON
Apophis,PRODUCT
Ra,PERSON
Apophis,NORP
Teal,PERSON
TEAL'C,PERSON
Goa'uld,PERSON
DANIEL,PERSON
"DANIEL 
Hathor",PERSON
Carter,PERSON
CARTER,GPE
Hathor,PERSON
Hammond,PERSON
Hathor,PERSON
Goa'uld,PERSON
HAMMOND,PERSON
O'Neill,PERSON
Carter,PERSON
O'Neill,PERSON
"… 
 HAMMOND",PERSON
HAMMOND,PERSON
O'Neill,GPE
O'Neill,PERSON
Carter,PERSON
Carter,PERSON
HAMMOND,PERSON
Hathor,GPE
HATHOR,PERSON
Carter,PERSON
HAMMOND,ORG
DANIEL,GPE
HAMMOND,PERSON
HAMMOND,PERSON
"HATHOR 
Guards",ORG
HAMMOND,PERSON
Hathor,PERSON
HAMMOND,PERSON
Ma'am,PERSON
Hathor,PERSON
Guards,ORG
HAMMOND,PERSON
DANIEL,GPE
Jackson,PERSON
"DANIEL 
 Die",PERSON
25,CARDINAL
CARTER,GPE
O'NEILL,ORG
"CARTER 
Colonel",PERSON
Hathor,PERSON
CARTER,PERSON
O'NEILL,ORG
CARTER,ORG
Teal,PERSON
"CARTER 
Teal",PERSON
"O'NEILL 
Carter",PERSON
CIA,ORG
Daniel,PERSON
Carter,PERSON
HATHOR,ORG
DANIEL,ORG
HATHOR,ORG
one,CARDINAL
Gate,LOC
DANIEL,PERSON
years,DATE
Gate,FAC
Daniel,PERSON
Goa'uld,NORP
DANIEL,PERSON
Goa'ulds,PERSON
HATHOR,ORG
one,CARDINAL
Carter,PERSON
CARTER,PERSON
Hathor,NORP
CARTER,PERSON
Daniel,PERSON
one,CARDINAL
Greeks,NORP
Aphrodite,PERSON
Ishtar,PERSON
Babylon,GPE
Astarte,PERSON
Syria,GPE
Ceres,LOC
Rome,GPE
"CARTER 
Yeah",PERSON
Ancient Egypt,LOC
one,CARDINAL
Ra,PERSON
Ra,PERSON
"CARTER 
Yeah",PERSON
"CARTER 
Great",GPE
years,DATE
Goa'uld,PERSON
SGC,ORG
DANIEL,GPE
first,ORDINAL
Goa'uld,PERSON
Daniel,PERSON
first,ORDINAL
Daniel,PERSON
one,CARDINAL
Goa'ulds,NORP
seconds,TIME
Ra,PERSON
CARTER,ORG
one,CARDINAL
three,CARDINAL
Fraiser,PERSON
"CARTER 
 Okay",PERSON
Hathor,PERSON
Goa'uld,NORP
Goa'uld,PERSON
TEAL'C,ORG
Carter,PERSON
Hathor,PERSON
CARTER,PERSON
TEAL'C,PERSON
Carter,PERSON
CARTER,PERSON
Hathor,PERSON
Teal,PERSON
TEAL'C,PERSON
Goa'uld,PERSON
Hathor,PERSON
Jaffa,PRODUCT
Goa'uld,NORP
Goa'ulds,PERSON
Hathor,PERSON
one,CARDINAL
Goa'uld,PERSON
Carter,PERSON
TEAL,ORG
Teal,PERSON
CARTER,GPE
TEAL'C,ORG
Hathor,PERSON
the Guest Quarters,ORG
DANIEL,GPE
Daniel,PERSON
Daniel,PERSON
One,CARDINAL
Daniel,PERSON
Daniel,PERSON
DANIEL,ORG
TEAL'C,ORG
CARTER,GPE
DR,GPE
CARTER,ORG
"HATHOR 
Ring'tel",ORG
HAMMOND,ORG
O'NEILL,ORG
SGC,ORG
Carter,PERSON
CARTER'S,ORG
CARTER,GPE
Two,CARDINAL
Hathor,PERSON
O'Neill,PERSON
Special Forces,ORG
Goa'uld,PERSON
"CARTER 
 Yup.",PERSON
Mama,PERSON
Army,ORG
Army,ORG
Army,ORG
the Air Force,ORG
decades,DATE
one,CARDINAL
The Girl,PERSON
Hathor,PERSON
SGC,ORG
O'NEILL,ORG
Ma'am,PERSON
Daniel,PERSON
HATHOR,PERSON
HATHOR,PERSON
O'NEILL's,PERSON
O'NEILL,ORG
HATHOR,PERSON
Goa'uld,PERSON
Hathor,PERSON
first,ORDINAL
Jaffa,PERSON
X,PRODUCT
Jaffa pouch,PRODUCT
CARTER,GPE
DR,GPE
Grimacing,GPE
AF Training,ORG
Pentagon,ORG
"4,000 year old",DATE
"CARTER 
Libidinous",PERSON
CARTER,GPE
Coyly,GPE
Hathor,PERSON
five,CARDINAL
Carter,PERSON
one,CARDINAL
Smirking,GPE
Airman,PERSON
first,ORDINAL
second,ORDINAL
CARTER,PERSON
CARTER,PERSON
Doc,PERSON
Two,CARDINAL
CARTER,ORG
One,CARDINAL
HAMMOND,ORG
"CARTER 
Great",GPE
TEAL'C,ORG
Carter,PERSON
CARTER,GPE
"CARTER 
Okay",PERSON
Teal,PERSON
three,CARDINAL
Teal,PERSON
TEAL'C,ORG
O'NEILL,ORG
O'NEILL,ORG
CARTER,PERSON
DR FRAISER,PRODUCT
TEAL'C,ORG
half,CARDINAL
Goa'uld,PERSON
HATHOR,ORG
CARTER,GPE
DR FRAISER,GPE
O'Neill,PERSON
that moment,TIME
Goa'uld,PERSON
CARTER,GPE
DR FRAISER,GPE
TEAL'C,GPE
TEAL'C,ORG
O'Neill,PERSON
Handing,GPE
Carter,PERSON
Yeaguh,PERSON
Goa'uld,NORP
CARTER,GPE
DR,GPE
TEAL'C,ORG
Goa'ulds,NORP
Hathor,PERSON
Gate,FAC
CARTER,ORG
TEAL'C,ORG
TEAL'C,ORG
Goa'uld,PERSON
DR FRAISER,GPE
two,CARDINAL
CARTER,GPE
DR,GPE
TEAL'C,ORG
TEAL'C,PRODUCT
CARTER,PERSON
Jaffa,PRODUCT
O'NEILL,ORG
CARTER,GPE
TEAL'C,ORG
TEAL'C,ORG
CARTER and O'NEILL,FAC
Gate,FAC
O'NEILL,ORG
one,CARDINAL
O'Neill,GPE
Goa'uld,PERSON
Carter,PERSON
DANIEL,PERSON
Four,CARDINAL
Goa'uld,GPE
Carter,PERSON
Carter,PERSON
O'NEILL,ORG
Goa'uld,GPE
O'NEILL,ORG
four,CARDINAL
HATHOR,ORG
O'NEILL,ORG
Goa'uld,GPE
HATHOR,ORG
CARTER,PERSON
CARTER,ORG
O'NEILL,ORG
first,ORDINAL
two,CARDINAL
Daniel,PERSON
CARTER,ORG
O'NEILL,PERSON
third,ORDINAL
fourth,ORDINAL
O'NEILL,ORG
CARTER,ORG
one,CARDINAL
DANIEL'S,ORG
Danny,PERSON
two,CARDINAL
Gate,FAC
O'NEILL,ORG
CARTER,ORG
HATHOR,ORG
Stargate,PRODUCT
"CARTER 
Chulak",PERSON
CARTER,PERSON
TEAL'C,GPE
Goa'ulds,PERSON
"DANIEL 
Yeah",GPE
CARTER,GPE
DR,GPE
Nervously,GPE
Hammond,PERSON
Dr Fraiser,PERSON
CARTER,PERSON
CARTER,PERSON
CARTER,GPE
Kelly for Solutions,ORG
08 Mar 03,DATE
SG-1,FAC
DANIEL,PERSON
"DANIEL 
 (Hesitates",ORG
Daniel,PERSON
DANIEL,PERSON
CARTER,PERSON
SG-1,ORG
"Harka 
Project 169 
Douglas McLean 
Memorial Observatory",FAC
"John Smith 
Commanding",PERSON
SG-7,ORG
O'NEILL,PERSON
4,CARDINAL
SG-1's,ORG
O'NEILL,ORG
"O'NEILL 
 Daniel",PERSON
Teal,PERSON
DANIEL,GPE
TEAL'C,GPE
first,ORDINAL
O'NEILL,ORG
CARTER,ORG
O'NEILL,ORG
SG-7,PRODUCT
Jack,PERSON
DANIEL,GPE
TEAL'C,ORG
SG-1,ORG
FRAISER,PERSON
two,CARDINAL
SG-1,ORG
about a thousand,CARDINAL
one,CARDINAL
first,ORDINAL
SG-1,FAC
O'NEILL,FAC
DANIEL,GPE
DANIEL,PERSON
DANIEL,PERSON
three months ago,DATE
O'NEILL,ORG
DANIEL,GPE
TEAL'C,ORG
one,CARDINAL
O'Neill,PERSON
Teal,PERSON
Teal,ORG
TEAL'C,ORG
CASSANDRA,ORG
CASSANDRA,PERSON
TEAL'C,ORG
CASSANDRA,ORG
SG-1,ORG
HARKA,PERSON
Janet,PERSON
Cassandra,PERSON
Samantha Carter,PERSON
Sam.,PERSON
CASSANDRA,PERSON
CARTER,PERSON
CASSANDRA,PERSON
CARTER,PERSON
CARTER,PERSON
Three,CARDINAL
Stargate,PRODUCT
"CARTER 
Naquada",PERSON
Carter,PERSON
DANIEL,GPE
O'NEILL,GPE
TEAL'C,ORG
Goa'uld,PERSON
"CARTER 
Doctor",PERSON
less than one day,DATE
SG-7,ORG
CASSANDRA,ORG
CARTER'S,ORG
SG-1,ORG
HARKA,PERSON
DANIEL,ORG
"CARTER 
 (Bends",GPE
Cassandra,PERSON
three,CARDINAL
One,CARDINAL
two,CARDINAL
three,CARDINAL
CASSANDRA,ORG
DANIEL,ORG
Gate,FAC
Gate,FAC
Stargate,FAC
one,CARDINAL
two,CARDINAL
Cassandra,PERSON
one,CARDINAL
CARTER,ORG
CASSANDRA,ORG
CASSANDRA,PERSON
CARTER,PERSON
CASSANDRA,ORG
CARTER,PERSON
CASSANDRA,PERSON
CARTER,PERSON
CASSANDRA,ORG
CASSANDRA,ORG
CARTER'S,ORG
CARTER,PERSON
one,CARDINAL
CASSANDRA,ORG
Carter,PERSON
"1,432",CARDINAL
Earth,LOC
HAMMOND,PERSON
Earth,LOC
HAMMOND,PERSON
DANIEL,GPE
HAMMOND,GPE
FRAISER,GPE
CASSANDRA,PERSON
CARTER,PERSON
CASSANDRA,PERSON
O'NEILL,ORG
TEAL'C,ORG
Only eight hours,TIME
TEAL'C,PERSON
CARTER,GPE
CASSANDRA,ORG
Cassandra,PERSON
Daniel,PERSON
Daniel,PERSON
Daniel,PERSON
CASSANDRA,PERSON
DANIEL,ORG
CASSANDRA,ORG
Cassandra,PERSON
Cassandra,PERSON
CASSANDRA,ORG
Carter,PERSON
CARTER,PERSON
CASSANDRA,ORG
"CARTER 
 Okay",PERSON
Cassandra,PERSON
Fraiser,GPE
CARTER,PERSON
FRAISER,PERSON
CARTER,PERSON
seven,CARDINAL
CARTER,PERSON
Defib,PERSON
Sixty joules,QUANTITY
CASSANDRA'S,ORG
ICU,ORG
CARTER,PERSON
CARTER,ORG
FRAISER,ORG
FRAISER,ORG
HAMMOND,GPE
DANIEL,GPE
CARTER,GPE
FRAISER,GPE
CARTER,PERSON
ten hours ago,TIME
CASSANDRA,GPE
