Text,Upos,Xpos
],PUNCT,-RRB-
DANIEL,PROPN,NNP
Sha,PROPN,NNP
're,AUX,VBP
",",PUNCT,","
do,AUX,VB
n't,PART,RB
be,AUX,VB
shy,ADJ,JJ
.,PUNCT,.
[,PUNCT,-LRB-
She,PRON,PRP
joins,VERB,VBZ
him,PRON,PRP
",",PUNCT,","
and,CCONJ,CC
they,PRON,PRP
stand,VERB,VBP
together,ADV,RB
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
Hi.,PROPN,NNP
(,PUNCT,-LRB-
he,PRON,PRP
holds,VERB,VBZ
out,ADP,RP
a,DET,DT
hand,NOUN,NN
to,ADP,IN
her,PRON,PRP
),PUNCT,-RRB-
Good,ADJ,JJ
to,PART,TO
see,VERB,VB
you,PRON,PRP
again,ADV,RB
.,PUNCT,.
[,PUNCT,-LRB-
They,PRON,PRP
shake,VERB,VBP
hands,NOUN,NNS
.,PUNCT,.
],PUNCT,-RRB-
DANIEL,PROPN,NNP
So,ADV,RB
",",PUNCT,","
I,PRON,PRP
figure,VERB,VBP
it,PRON,PRP
was,AUX,VBD
only,ADV,RB
a,DET,DT
matter,NOUN,NN
of,ADP,IN
time,NOUN,NN
before,SCONJ,IN
you,PRON,PRP
had,VERB,VBD
to,PART,TO
tell,VERB,VB
the,DET,DT
truth,NOUN,NN
about,ADP,IN
us,PRON,PRP
still,ADV,RB
being,AUX,VBG
here,ADV,RB
.,PUNCT,.
O'NEILL,PROPN,NNP
Yep,INTJ,UH
.,PUNCT,.
Why,ADV,WRB
the,DET,DT
militia,NOUN,NN
?,PUNCT,.
Has,VERB,VBZ
something,PRON,NN
else,ADJ,JJ
come,VERB,VBN
through,ADV,RB
?,PUNCT,.
DANIEL,PROPN,NNP
No,INTJ,UH
",",PUNCT,","
just,ADV,RB
taking,VERB,VBG
precautions,NOUN,NNS
",",PUNCT,","
why,ADV,WRB
?,PUNCT,.
[,PUNCT,-LRB-
Carter,PROPN,NNP
interrupts,VERB,VBZ
unwittingly,ADV,RB
",",PUNCT,","
studying,VERB,VBG
the,DET,DT
DHD,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
CARTER,PROPN,NNP
Amazing,ADJ,JJ
.,PUNCT,.
This,PRON,DT
is,AUX,VBZ
what,PRON,WP
was,AUX,VBD
missing,VERB,VBG
from,ADP,IN
the,DET,DT
dig,NOUN,NN
at,ADP,IN
Giza,PROPN,NNP
.,PUNCT,.
This,PRON,DT
is,AUX,VBZ
how,ADV,WRB
they,PRON,PRP
controlled,VERB,VBD
it,PRON,PRP
!,PUNCT,.
It,PRON,PRP
took,VERB,VBD
us,PRON,PRP
fifteen,NUM,CD
years,NOUN,NNS
and,CCONJ,CC
three,NUM,CD
supercomputers,NOUN,NNS
to,PART,TO
MacGyver,PROPN,NNP
a,DET,DT
system,NOUN,NN
on,ADP,IN
Earth,PROPN,NNP
.,PUNCT,.
[,PUNCT,-LRB-
Daniel,PROPN,NNP
gives,VERB,VBZ
O'Neill,PROPN,NNP
a,DET,DT
questioning,NOUN,NN
look,NOUN,NN
.,PUNCT,.
O'Neill,PROPN,NNP
shrugs,VERB,VBZ
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
(,PUNCT,-LRB-
to,ADP,IN
Carter,PROPN,NNP
),PUNCT,-RRB-
Captain,PROPN,NNP
?,PUNCT,.
CARTER,PROPN,NNP
(,PUNCT,-LRB-
oblivious,ADJ,JJ
),PUNCT,-RRB-
Look,VERB,VB
how,ADV,WRB
small,ADJ,JJ
it,PRON,PRP
is,AUX,VBZ
!,PUNCT,.
O'NEILL,PROPN,NNP
Captain,PROPN,NNP
!,PUNCT,.
[,PUNCT,-LRB-
She,PRON,PRP
finally,ADV,RB
turns,VERB,VBZ
around,ADV,RB
.,PUNCT,.
He,PRON,PRP
gestures,VERB,VBZ
to,ADP,IN
Daniel,PROPN,NNP
.,PUNCT,.
],PUNCT,-RRB-
CARTER,PROPN,NNP
Oh,INTJ,UH
right,INTJ,UH
",",PUNCT,","
excuse,VERB,VB
me,PRON,PRP
.,PUNCT,.
Doctor,PROPN,NNP
Jackson,PROPN,NNP
",",PUNCT,","
I,PRON,PRP
presume,VERB,VBP
.,PUNCT,.
I,PRON,PRP
'm,AUX,VBP
Doctor,PROPN,NNP
Samantha,PROPN,NNP
Carter,PROPN,NNP
.,PUNCT,.
[,PUNCT,-LRB-
Carter,PROPN,NNP
and,CCONJ,CC
Daniel,PROPN,NNP
shake,VERB,VBP
hands,NOUN,NNS
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
I,PRON,PRP
thought,VERB,VBD
you,PRON,PRP
wanted,VERB,VBD
to,PART,TO
be,AUX,VB
called,VERB,VBN
"""",PUNCT,``
captain,NOUN,NN
"""",PUNCT,''
?,PUNCT,.
DANIEL,PROPN,NNP
What,PRON,WP
's,AUX,VBZ
going,VERB,VBG
on,ADP,RP
",",PUNCT,","
Jack,PROPN,NNP
?,PUNCT,.
O'NEILL,PROPN,NNP
Six,NUM,CD
hostile,ADJ,JJ
aliens,NOUN,NNS
came,VERB,VBD
through,ADP,IN
the,DET,DT
Stargate,PROPN,NNP
on,ADP,IN
Earth,PROPN,NNP
.,PUNCT,.
Four,NUM,CD
people,NOUN,NNS
are,AUX,VBP
dead,ADJ,JJ
",",PUNCT,","
one,NUM,CD
's,AUX,VBZ
missing,ADJ,JJ
.,PUNCT,.
KAWALSKY,ADJ,JJ
One,NUM,CD
of,ADP,IN
them,PRON,PRP
looked,VERB,VBD
like,ADP,IN
Ra,PROPN,NNP
",",PUNCT,","
Daniel,PROPN,NNP
.,PUNCT,.
DANIEL,PROPN,NNP
Well,INTJ,UH
",",PUNCT,","
they,PRON,PRP
did,AUX,VBD
n't,PART,RB
come,VERB,VB
from,ADP,IN
here,ADV,RB
.,PUNCT,.
I,PRON,PRP
mean,VERB,VBP
the,DET,DT
boys,NOUN,NNS
take,VERB,VBP
shifts,NOUN,NNS
guarding,VERB,VBG
it,PRON,PRP
36,NUM,CD
hours,NOUN,NNS
a,DET,DT
day,NOUN,NN
",",PUNCT,","
every,DET,DT
day,NOUN,NN
.,PUNCT,.
We,PRON,PRP
'd,AUX,MD
know,VERB,VB
if,SCONJ,IN
they,PRON,PRP
came,VERB,VBD
through,ADP,IN
here,ADV,RB
.,PUNCT,.
O'NEILL,PROPN,NNP
Well,INTJ,UH
they,PRON,PRP
came,VERB,VBD
from,ADP,IN
somewhere,ADV,RB
",",PUNCT,","
Daniel,PROPN,NNP
.,PUNCT,.
I,PRON,PRP
'm,AUX,VBP
gon,VERB,VBG
na,PART,TO
have,VERB,VB
to,PART,TO
look,VERB,VB
around,ADV,RB
.,PUNCT,.
DANIEL,PROPN,NNP
All,DET,DT
right,ADV,RB
.,PUNCT,.
I,PRON,PRP
think,VERB,VBP
I,PRON,PRP
can,AUX,MD
help,VERB,VB
you,PRON,PRP
find,VERB,VB
out,ADP,RP
who,PRON,WP
it,PRON,PRP
was,AUX,VBD
",",PUNCT,","
but,CCONJ,CC
",",PUNCT,","
uh,INTJ,UH
",",PUNCT,","
it,PRON,PRP
's,AUX,VBZ
going,VERB,VBG
to,PART,TO
have,VERB,VB
to,PART,TO
wait,VERB,VB
until,SCONJ,IN
this,DET,DT
sandstorm,NOUN,NN
is,AUX,VBZ
over,ADV,RB
.,PUNCT,.
Uh,INTJ,UH
",",PUNCT,","
we,PRON,PRP
were,AUX,VBD
about,ADV,RB
to,PART,TO
have,VERB,VB
our,PRON,PRP$
evening,NOUN,NN
meal,NOUN,NN
.,PUNCT,.
Why,ADV,WRB
do,AUX,VBP
n't,PART,RB
you,PRON,PRP
join,VERB,VB
us,PRON,PRP
?,PUNCT,.
INT,PROPN,NNP
—,PUNCT,","
ABYDOS,PROPN,NNP
STARGATE,PROPN,NNP
ROOM,PROPN,NNP
",",PUNCT,","
SOME,DET,DT
TIME,NOUN,NN
LATER,ADV,RB
[,PUNCT,-LRB-
O'Neill,PROPN,NNP
",",PUNCT,","
his,PRON,PRP$
team,NOUN,NN
",",PUNCT,","
Daniel,PROPN,NNP
and,CCONJ,CC
many,ADJ,JJ
Abydonians,PROPN,NNPS
are,AUX,VBP
gathered,VERB,VBN
in,ADP,IN
a,DET,DT
circle,NOUN,NN
on,ADP,IN
the,DET,DT
floor,NOUN,NN
",",PUNCT,","
eating,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
DANIEL,PROPN,NNP
Benna,PROPN,NNP
wah,NOUN,NN
.,PUNCT,.
Everybody,PRON,NN
try,VERB,VB
this,PRON,DT
.,PUNCT,.
SKAARA,VERB,VB
This,PRON,DT
too,ADV,RB
.,PUNCT,.
[,PUNCT,-LRB-
He,PRON,PRP
hands,VERB,VBZ
out,ADP,RP
bowls,NOUN,NNS
of,ADP,IN
liquid,NOUN,NN
",",PUNCT,","
one,NUM,CD
to,ADP,IN
O'Neill,PROPN,NNP
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
What,PRON,WP
's,AUX,VBZ
this,PRON,DT
?,PUNCT,.
SKAARA,PROPN,NNP
Drink,NOUN,NN
.,PUNCT,.
[,PUNCT,-LRB-
He,PRON,PRP
hands,VERB,VBZ
him,PRON,PRP
a,DET,DT
bowl,NOUN,NN
.,PUNCT,.
O'Neill,PROPN,NNP
sniffs,VERB,VBZ
it,PRON,PRP
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
Moonshine,PROPN,NNP
?,PUNCT,.
SKAARA,PROPN,NNP
Moon…,PROPN,NNP
shine,NOUN,NN
?,PUNCT,.
O'NEILL,PROPN,NNP
Yeah,INTJ,UH
",",PUNCT,","
moonshine,NOUN,NN
",",PUNCT,","
as,ADP,IN
in,ADP,IN
booze,NOUN,NN
",",PUNCT,","
er…,PROPN,NNP
Daniel,PROPN,NNP
",",PUNCT,","
what,PRON,WP
are,AUX,VBP
you,PRON,PRP
teaching,VERB,VBG
these,DET,DT
kids,NOUN,NNS
?,PUNCT,.
SKAARA,PROPN,NNP
(,PUNCT,-LRB-
smiling,VERB,VBG
),PUNCT,-RRB-
Try,VERB,VB
it,PRON,PRP
.,PUNCT,.
O'NEILL,PROPN,NNP
All,DET,DT
right,ADV,RB
.,PUNCT,.
Skaara,PROPN,NNP
's,PART,POS
moonshine,NOUN,NN
.,PUNCT,.
I,PRON,PRP
'll,AUX,MD
give,VERB,VB
it,PRON,PRP
a,DET,DT
little,ADJ,JJ
shot,NOUN,NN
.,PUNCT,.
(,PUNCT,-LRB-
he,PRON,PRP
drinks,VERB,VBZ
",",PUNCT,","
then,ADV,RB
spits,VERB,VBZ
it,PRON,PRP
out,ADP,RP
suddenly,ADV,RB
),PUNCT,-RRB-
Oh…,INTJ,UH
God,PROPN,NNP
!,PUNCT,.
[,PUNCT,-LRB-
Everyone,PRON,NN
laughs,VERB,VBZ
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
(,PUNCT,-LRB-
rasps,NOUN,NNS
),PUNCT,-RRB-
Smooth,ADJ,JJ
",",PUNCT,","
very,ADV,RB
smooth,ADJ,JJ
.,PUNCT,.
SKAARA,PROPN,NNP
Moonshine,PROPN,NNP
!,PUNCT,.
KAWALSKY,ADV,RB
Your,PRON,PRP$
little,ADJ,JJ
soldiers,NOUN,NNS
are,AUX,VBP
all,ADV,RB
grown,VERB,VBN
up,ADP,RP
",",PUNCT,","
Colonel,PROPN,NNP
.,PUNCT,.
O'NEILL,PROPN,NNP
Yeah,INTJ,UH
",",PUNCT,","
I,PRON,PRP
'm,AUX,VBP
so,ADV,RB
proud,ADJ,JJ
.,PUNCT,.
Whoa,INTJ,UH
…,PUNCT,","
[,PUNCT,-LRB-
O'Neill,PROPN,NNP
hands,VERB,VBZ
the,DET,DT
bowl,NOUN,NN
off,ADP,RP
to,ADP,IN
Carter,PROPN,NNP
.,PUNCT,.
],PUNCT,-RRB-
SKAARA,PROPN,NNP
O'Neill,PROPN,NNP
…,PUNCT,","
your,PRON,PRP$
lighter,ADJ,JJR
?,PUNCT,.
[,PUNCT,-LRB-
He,PRON,PRP
holds,VERB,VBZ
out,ADP,RP
the,DET,DT
lighter,ADJ,JJR
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
No,INTJ,UH
",",PUNCT,","
it,PRON,PRP
's,AUX,VBZ
yours,PRON,PRP
",",PUNCT,","
I,PRON,PRP
gave,VERB,VBD
that,PRON,DT
to,ADP,IN
you,PRON,PRP
to,PART,TO
keep,VERB,VB
.,PUNCT,.
Remember,VERB,VB
?,PUNCT,.
SKAARA,PROPN,NNP
Thank,VERB,VBP
you,PRON,PRP
.,PUNCT,.
[,PUNCT,-LRB-
He,PRON,PRP
leaves,VERB,VBZ
.,PUNCT,.
],PUNCT,-RRB-
DANIEL,PROPN,NNP
You,PRON,PRP
know,VERB,VBP
he,PRON,PRP
's,AUX,VBZ
never,ADV,RB
had,VERB,VBN
that,PRON,DT
out,ADP,IN
of,ADP,IN
his,PRON,PRP$
sight,NOUN,NN
the,DET,DT
whole,ADJ,JJ
time,NOUN,NN
you,PRON,PRP
were,AUX,VBD
gone,VERB,VBN
.,PUNCT,.
O'NEILL,PROPN,NNP
Yeah,INTJ,UH
?,PUNCT,.
DANIEL,PROPN,NNP
So,ADV,RB
this,PRON,DT
…,PUNCT,.
this,DET,DT
man,NOUN,NN
who,PRON,WP
looked,VERB,VBD
like,ADP,IN
Ra,PROPN,NNP
",",PUNCT,","
he,PRON,PRP
must,AUX,MD
have,AUX,VB
come,VERB,VBN
through,ADP,IN
another,DET,DT
',PUNCT,''
gate,NOUN,NN
.,PUNCT,.
CARTER,PROPN,NNP
What,DET,WDT
other,ADJ,JJ
',PUNCT,''
gate,NOUN,NN
?,PUNCT,.
O'NEILL,PROPN,NNP
Another,DET,DT
Stargate,PROPN,NNP
?,PUNCT,.
CARTER,PROPN,NNP
The,DET,DT
Stargate,PROPN,NNP
only,ADV,RB
goes,VERB,VBZ
here,ADV,RB
.,PUNCT,.
DANIEL,PROPN,NNP
No,INTJ,UH
",",PUNCT,","
no,INTJ,UH
",",PUNCT,","
I,PRON,PRP
think,VERB,VBP
you,PRON,PRP
're,AUX,VBP
wrong,ADJ,JJ
about,ADP,IN
that,PRON,DT
.,PUNCT,.
CARTER,PROPN,NNP
I,PRON,PRP
was,AUX,VBD
there,ADV,RB
",",PUNCT,","
we,PRON,PRP
ran,VERB,VBD
hundreds,NOUN,NNS
of,ADP,IN
permutations,NOUN,NNS
.,PUNCT,.
DANIEL,PROPN,NNP
But,CCONJ,CC
you,PRON,PRP
did,AUX,VBD
n't,PART,RB
have,VERB,VB
what,PRON,WP
you,PRON,PRP
need,VERB,VBP
.,PUNCT,.
O'NEILL,PROPN,NNP
Daniel,PROPN,NNP
what,PRON,WP
are,AUX,VBP
you,PRON,PRP
talking,VERB,VBG
about,ADP,IN
?,PUNCT,.
SKAARA,PROPN,NNP
Daniel,PROPN,NNP
",",PUNCT,","
the,DET,DT
storm,NOUN,NN
has,AUX,VBZ
passed,VERB,VBN
.,PUNCT,.
DANIEL,PROPN,NNP
I,PRON,PRP
'll,AUX,MD
show,VERB,VB
you,PRON,PRP
.,PUNCT,.
Sha,PROPN,NNP
're,AUX,VBP
",",PUNCT,","
ben,PROPN,NNP
quar,PROPN,NNP
ri,PROPN,NNP
",",PUNCT,","
Jack,PROPN,NNP
and,CCONJ,CC
his,PRON,PRP$
friends,NOUN,NNS
need,VERB,VBP
to,PART,TO
see,VERB,VB
the,DET,DT
vili,NOUN,NN
tao,NOUN,NN
an.,NOUN,NN
SHA,PROPN,NNP
'RE,AUX,VBP
Bonni,PROPN,NNP
wai,NOUN,NN
?,PUNCT,.
DANIEL,PROPN,NNP
I,PRON,PRP
wo,AUX,MD
n't,PART,RB
be,AUX,VB
long,ADJ,JJ
.,PUNCT,.
[,PUNCT,-LRB-
Sha,PROPN,NNP
're,AUX,VBP
kisses,VERB,VBZ
him,PRON,PRP
passionately,ADV,RB
",",PUNCT,","
and,CCONJ,CC
everyone,PRON,NN
whoops,INTJ,UH
and,CCONJ,CC
laughs,VERB,VBZ
",",PUNCT,","
O'Neill,PROPN,NNP
giving,VERB,VBG
him,PRON,PRP
a,DET,DT
weird,ADJ,JJ
look,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
SHA,PROPN,NNP
'RE,AUX,VBP
Goodbye,PROPN,NNP
",",PUNCT,","
my,PRON,PRP$
Daniel,PROPN,NNP
.,PUNCT,.
DANIEL,PROPN,NNP
(,PUNCT,-LRB-
stunned,VERB,VBN
),PUNCT,-RRB-
Goodbye,PROPN,NNP
.,PUNCT,.
KAWALSKY,ADJ,JJ
Ferretti,PROPN,NNP
",",PUNCT,","
hold,VERB,VB
the,DET,DT
fort,NOUN,NN
.,PUNCT,.
FERRETTI,PROPN,NNP
Yes,INTJ,UH
",",PUNCT,","
sir,PROPN,NNP
.,PUNCT,.
EXT,PROPN,NNP
—,PUNCT,","
OUTSIDE,ADP,IN
THE,DET,DT
PYRAMID,PROPN,NNP
",",PUNCT,","
ABYDOS,PROPN,NNP
",",PUNCT,","
DAY,PROPN,NNP
[,PUNCT,-LRB-
Kawalsky,PROPN,NNP
",",PUNCT,","
O'Neill,PROPN,NNP
",",PUNCT,","
Carter,PROPN,NNP
and,CCONJ,CC
Daniel,PROPN,NNP
emerge,VERB,VBP
into,ADP,IN
the,DET,DT
bright,ADJ,JJ
desert,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
KAWALSKY,ADJ,JJ
Boy,PROPN,NNP
",",PUNCT,","
I,PRON,PRP
ca,AUX,MD
n't,PART,RB
say,VERB,VB
I,PRON,PRP
've,AUX,VBP
missed,VERB,VBN
this,DET,DT
place,NOUN,NN
.,PUNCT,.
DANIEL,PROPN,NNP
Come,VERB,VB
on,ADV,RB
.,PUNCT,.
CARTER,PROPN,NNP
This,PRON,DT
is,AUX,VBZ
just,ADV,RB
incredible,ADJ,JJ
.,PUNCT,.
INT—CAVERN,PROPN,NNP
[,PUNCT,-LRB-
Torches,NOUN,NNS
light,VERB,VBP
a,DET,DT
tunnel,NOUN,NN
leading,VERB,VBG
inside,ADP,IN
the,DET,DT
pyramid,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
DANIEL,PROPN,NNP
So,ADV,RB
",",PUNCT,","
I,PRON,PRP
figured,VERB,VBD
there,PRON,EX
had,VERB,VBD
to,PART,TO
be,AUX,VB
more,ADJ,JJR
to,ADP,IN
this,DET,DT
place,NOUN,NN
.,PUNCT,.
So,ADV,RB
I,PRON,PRP
started,VERB,VBD
exploring,VERB,VBG
",",PUNCT,","
just,ADV,RB
the,DET,DT
area,NOUN,NN
around,ADP,IN
the,DET,DT
town,NOUN,NN
and,CCONJ,CC
the,DET,DT
pyramid,NOUN,NN
at,ADV,RB
first,ADV,RBS
.,PUNCT,.
Then,ADV,RB
after,ADP,IN
about,ADV,RB
a,DET,DT
month,NOUN,NN
",",PUNCT,","
I,PRON,PRP
found,VERB,VBD
this,DET,DT
place,NOUN,NN
.,PUNCT,.
Uh,INTJ,UH
",",PUNCT,","
Captain,PROPN,NNP
Doctor,PROPN,NNP
",",PUNCT,","
you,PRON,PRP
're,AUX,VBP
going,VERB,VBG
to,PART,TO
love,VERB,VB
this,PRON,DT
.,PUNCT,.
[,PUNCT,-LRB-
Torches,NOUN,NNS
light,VERB,VB
up,ADP,RP
a,DET,DT
big,ADJ,JJ
room,NOUN,NN
with,ADP,IN
elaborate,ADJ,JJ
drawing,NOUN,NN
on,ADP,IN
the,DET,DT
walls,NOUN,NNS
.,PUNCT,.
],PUNCT,-RRB-
CARTER,PROPN,NNP
Oh,INTJ,UH
my,PRON,PRP$
God,PROPN,NNP
.,PUNCT,.
This,PRON,DT
is,AUX,VBZ
amazing,ADJ,JJ
.,PUNCT,.
This,PRON,DT
is,AUX,VBZ
the,DET,DT
archaeological,ADJ,JJ
find,NOUN,NN
of,ADP,IN
the,DET,DT
century,NOUN,NN
.,PUNCT,.
O'NEILL,PROPN,NNP
Daniel,PROPN,NNP
",",PUNCT,","
you,PRON,PRP
had,VERB,VBD
a,DET,DT
chance,NOUN,NN
to,PART,TO
translate,VERB,VB
this,PRON,DT
yet,ADV,RB
?,PUNCT,.
DANIEL,PROPN,NNP
I,PRON,PRP
think,VERB,VBP
so,ADV,RB
.,PUNCT,.
O'NEILL,PROPN,NNP
What,PRON,WP
does,AUX,VBZ
it,PRON,PRP
say,VERB,VB
?,PUNCT,.
DANIEL,PROPN,NNP
Well,INTJ,UH
",",PUNCT,","
uh,INTJ,UH
",",PUNCT,","
it,PRON,PRP
does,AUX,VBZ
n't,PART,RB
say,VERB,VB
anything,PRON,NN
.,PUNCT,.
Actually,ADV,RB
it,PRON,PRP
's,AUX,VBZ
sort,ADV,RB
of,ADP,IN
a,DET,DT
chart,NOUN,NN
",",PUNCT,","
more,ADJ,JJR
of,ADP,IN
a…map,NOUN,NN
.,PUNCT,.
O'NEILL,PROPN,NNP
Of,ADP,IN
?,PUNCT,.
DANIEL,PROPN,NNP
Well,INTJ,UH
I,PRON,PRP
have,AUX,VBP
n't,PART,RB
been,AUX,VBN
able,ADJ,JJ
to,PART,TO
analyze,VERB,VB
all,DET,DT
of,ADP,IN
it,PRON,PRP
",",PUNCT,","
I,PRON,PRP
mean,VERB,VBP
look,VERB,VB
at,ADP,IN
it,PRON,PRP
.,PUNCT,.
It,PRON,PRP
would,AUX,MD
take,VERB,VB
my,PRON,PRP$
whole,ADJ,JJ
life,NOUN,NN
.,PUNCT,.
O'NEILL,PROPN,NNP
Well,INTJ,UH
",",PUNCT,","
Daniel,PROPN,NNP
",",PUNCT,","
we,PRON,PRP
do,AUX,VBP
n't,PART,RB
have,VERB,VB
that,ADV,RB
long,ADV,RB
.,PUNCT,.
What,PRON,WP
's,AUX,VBZ
it,PRON,PRP
a,DET,DT
map,NOUN,NN
of,ADP,IN
?,PUNCT,.
DANIEL,PROPN,NNP
Well,INTJ,UH
",",PUNCT,","
the,DET,DT
cartouches,NOUN,NNS
seem,VERB,VBP
to,PART,TO
be,AUX,VB
separated,VERB,VBN
clearly,ADV,RB
into,ADP,IN
groupings,NOUN,NNS
.,PUNCT,.
Each,DET,DT
grouping,NOUN,NN
is,AUX,VBZ
attached,VERB,VBN
to,ADP,IN
the,DET,DT
others,NOUN,NNS
with,ADP,IN
a,DET,DT
series,NOUN,NN
of,ADP,IN
lines,NOUN,NNS
.,PUNCT,.
And,CCONJ,CC
each,DET,DT
grouping,NOUN,NN
of,ADP,IN
glyphs,NOUN,NNS
contain,VERB,VBP
seven,NUM,CD
symbols,NOUN,NNS
.,PUNCT,.
So,ADV,RB
you,PRON,PRP
can,AUX,MD
see,VERB,VB
where,ADV,WRB
this,PRON,DT
is,AUX,VBZ
going,VERB,VBG
",",PUNCT,","
of,ADV,RB
course,ADV,RB
.,PUNCT,.
O'NEILL,PROPN,NNP
Tell,VERB,VB
us,PRON,PRP
anyway,ADV,RB
.,PUNCT,.
DANIEL,PROPN,NNP
All,DET,DT
of,ADP,IN
the,DET,DT
symbols,NOUN,NNS
are,AUX,VBP
on,ADP,IN
the,DET,DT
Stargate,PROPN,NNP
in,ADP,IN
the,DET,DT
Abydos,PROPN,NNP
chamber,NOUN,NN
.,PUNCT,.
I,PRON,PRP
've,AUX,VBP
also,ADV,RB
managed,VERB,VBN
to,PART,TO
chart,VERB,VB
some,DET,DT
of,ADP,IN
them,PRON,PRP
in,ADP,IN
the,DET,DT
Abydos,PROPN,NNP
night,NOUN,NN
sky,NOUN,NN
",",PUNCT,","
or,CCONJ,CC
at,ADV,RB
least,ADV,RBS
pretty,ADV,RB
close,ADJ,JJ
.,PUNCT,.
Jack,PROPN,NNP
",",PUNCT,","
I,PRON,PRP
think,VERB,VBP
that,SCONJ,IN
this,PRON,DT
is,AUX,VBZ
a,DET,DT
map,NOUN,NN
of,ADP,IN
a,DET,DT
vast,ADJ,JJ
network,NOUN,NN
of,ADP,IN
Stargates,PROPN,NNP
—,PUNCT,","
Stargates,PROPN,NNP
that,PRON,WDT
are,AUX,VBP
…are,PUNCT,","
all,ADV,RB
over,ADP,IN
the,DET,DT
galaxy,NOUN,NN
.,PUNCT,.
CARTER,PROPN,NNP
Uh,INTJ,UH
",",PUNCT,","
I,PRON,PRP
do,AUX,VBP
n't,PART,RB
think,VERB,VB
that,PRON,DT
can,AUX,MD
be,AUX,VB
",",PUNCT,","
Doctor,PROPN,NNP
.,PUNCT,.
DANIEL,PROPN,NNP
Why,ADV,WRB
not,PART,RB
?,PUNCT,.
CARTER,PROPN,NNP
Well,INTJ,UH
",",PUNCT,","
because,SCONJ,IN
after,SCONJ,IN
Colonel,PROPN,NNP
O'Neill,PROPN,NNP
and,CCONJ,CC
his,PRON,PRP$
team,NOUN,NN
came,VERB,VBD
back,ADV,RB
",",PUNCT,","
my,PRON,PRP$
team,NOUN,NN
tried,VERB,VBD
hundreds,NOUN,NNS
of,ADP,IN
symbol,NOUN,NN
permutations,NOUN,NNS
using,VERB,VBG
Earth,PROPN,NNP
as,ADP,IN
the,DET,DT
point,NOUN,NN
of,ADP,IN
origin,NOUN,NN
",",PUNCT,","
and,CCONJ,CC
it,PRON,PRP
never,ADV,RB
worked,VERB,VBD
.,PUNCT,.
DANIEL,PROPN,NNP
I,PRON,PRP
tried,VERB,VBD
the,DET,DT
same,ADJ,JJ
here,ADV,RB
",",PUNCT,","
and,CCONJ,CC
it,PRON,PRP
did,AUX,VBD
n't,PART,RB
work,VERB,VB
either,ADV,RB
.,PUNCT,.
But,CCONJ,CC
I,PRON,PRP
figured,VERB,VBD
the,DET,DT
destinations,NOUN,NNS
I,PRON,PRP
tried,VERB,VBD
were,AUX,VBD
either,CCONJ,CC
destroyed,VERB,VBN
or,CCONJ,CC
buried,VERB,VBN
.,PUNCT,.
But,CCONJ,CC
",",PUNCT,","
um,INTJ,UH
",",PUNCT,","
I,PRON,PRP
mean,VERB,VBP
some,DET,DT
of,ADP,IN
them,PRON,PRP
somewhere,ADV,RB
must,AUX,MD
still,ADV,RB
exist,VERB,VB
.,PUNCT,.
CARTER,PROPN,NNP
I,PRON,PRP
do,AUX,VBP
n't,PART,RB
think,VERB,VB
so,ADV,RB
.,PUNCT,.
CARTER,PROPN,NNP
Then,ADV,RB
where,ADV,WRB
did,AUX,VBD
your,PRON,PRP$
Ra,NOUN,NN
lookalike,NOUN,NN
come,VERB,VB
from,ADP,IN
?,PUNCT,.
CARTER,PROPN,NNP
Uh,INTJ,UH
…,PUNCT,","
DANIEL,PROPN,NNP
Look,VERB,VBP
I,PRON,PRP
do,AUX,VBP
n't,PART,RB
pretend,VERB,VB
to,PART,TO
know,VERB,VB
anything,PRON,NN
about,ADP,IN
astrophysics,NOUN,NNS
but,CCONJ,CC
could,AUX,MD
n't,PART,RB
the,DET,DT
planets,NOUN,NNS
change,VERB,VB
?,PUNCT,.
I,PRON,PRP
mean,VERB,VBP
",",PUNCT,","
uh,INTJ,UH
",",PUNCT,","
drift,VERB,VB
apart,ADV,RB
or,CCONJ,CC
something,PRON,NN
like,ADP,IN
that,PRON,DT
",",PUNCT,","
to,PART,TO
throw,VERB,VB
this,DET,DT
map,NOUN,NN
off,ADP,RP
?,PUNCT,.
CARTER,PROPN,NNP
I,PRON,PRP
knew,VERB,VBD
I,PRON,PRP
'd,AUX,MD
like,VERB,VB
you,PRON,PRP
.,PUNCT,.
DANIEL,PROPN,NNP
You,PRON,PRP
mean,VERB,VBP
I,PRON,PRP
'm,AUX,VBP
right,ADJ,JJ
?,PUNCT,.
CARTER,PROPN,NNP
According,VERB,VBG
to,ADP,IN
